Sales,Date,Gap,PriceMax,PriceMin,Rawg,Youtube,TwitchPChannel,TwitchPViewer,MCUserScore,MCCriticScore,MCUserRatings,MCMediaRatings,SteamCCU,SteamComments,SteamFollowers,Douban,Google Trends
10195,42605,677,9.99,3.99,79,82650,3,97,6.8,72,13,18,12,48,681,9,0.25
10150,42256,1026,9.99,4,55,174,2,2783,8.6,80,8,6,3,220,3007,1,0
10117,41921,1361,10,2.99,70,399,1,300,6,68,20,17,5,179,711,0,0.01
10095,42768,514,10,5,76,672,8,85041,7.6,76,18,18,8,366,2513,0,0
10040,41796,1486,20,1.49,78,67,1,4,7.5,66,13,7,2,72,136,0,0
10032,42432,850,15,14.99,67,1036,2,454,6.9,54,38,12,13,260,2113,1,0.02
10011,43139,143,12.88,9,7,11014,4,3116,7.4,82,7,5,48,223,1716,1,0.05
10000,43201,571,19.99,6,8,425,1,16,6.1,67,9,4,,,,0,0
10000,43368,362,20,13.99,90,2465,41,136846,7.4,83,52,28,104,846,12673,1,0.04
9687,42942,340,15,4,41,761,5,505,6.8,68,5,14,7,202,6148,1,0
9673,42601,681,4.99,1,72,,1,9,7.6,49,7,5,28,391,2014,0,0
9666,41928,1354,10,9.99,82,267,1,20,6.2,61,5,11,2,86,486,0,0.01
9600,42892,838,20,10,16,376,5,3624,6.1,73,8,12,10,45,2027,0,0
9409,42298,984,18,17.99,34,2988,0,0,3.8,47,4,10,5,94,1345,0,0
9374,41760,1522,15,1,97,3610,2,54,7.4,57,5,9,3,145,439,0,0.03
9255,43130,152,15,14.99,26,470,7,31954,5.2,68,5,20,4,82,3255,1,0.01
9200,43550,222,19.99,19.99,3,691,13,13795,3.4,63,5,12,,,,0,0.02
9061,43159,123,20,8,137,821,6,4069,5,74,23,40,162,581,8222,73,0.03
9008,43149,133,15,7,15,351,4,10949,7.5,72,15,22,12,190,2043,9,0.01
8961,42034,1248,20,4,5,136,2,290,5,32,20,9,4,197,2109,1,0.02
8841,42781,501,15,4,23,21966,3,1259,7.1,72,13,13,16,201,2782,0,0.41
8646,42558,724,5,2.49,78,253,1,2,4.3,57,6,4,2,27,224,0,0
8642,42615,667,4.99,2,68,134,3,280,7.6,90,13,6,3,247,1295,0,0
8547,42878,404,10,0.99,115,1108,4,40456,6.3,69,23,12,8,601,5107,9,0.01
8543,41505,1777,15,6,27,11318,5,43486,6.3,58,7,7,3,53,1323,1,0.02
8494,42388,894,20,19.99,183,424,3,6410,7.4,58,25,18,3,123,1234,0,0.01
8346,42572,710,17,6,103,318,2,68,5.9,55,14,11,8,177,3294,0,0.01
8300,43557,215,26.99,9,0,1046,0,0,3.4,55,5,5,,,,2841,0
8177,42653,629,30,4,54,43,0,0,7.4,73,5,7,22,0,1986,1,0.02
8176,42250,1032,12.99,6,48,520,2,107,7,69,6,6,3,122,944,1,0.15
8132,41369,1032,10,1.49,45,468,1,2,7.2,61,6,9,3,86,468,0,0.02
8093,42677,605,15,14.99,39,400,5,6262,7.3,78,20,17,25,257,4767,141,0.02
7998,41589,605,5,4.99,78,275,2,902,7.1,68,34,6,58,151,1454,311,0.03
7997,42507,775,3.99,2,33,7658,2,105,6.2,60,10,4,2,75,685,0,0.01
7775,42906,376,40,10,13,508,3,844,7.5,72,19,23,35,84,3270,0,0
7711,42062,1220,15,14.99,35,367,1,29,7,69,13,14,3,119,2947,0,0.02
7705,42486,796,20,7,60,610,12,110184,7,58,7,9,5,69,1054,0,0
7508,42649,633,25,6,34,,13,40094,5.6,56,22,22,10,217,3365,0,0
7400,42045,1685,8,2.5,15,,1,1,7.2,76,19,11,,,,0,0
7397,42780,502,10,3,37,122,10,87349,4.4,85,27,10,11,208,721,1,0.01
7333,42612,670,30,29.99,17,976,2,282,6.9,67,28,20,12,141,6452,0,0.03
7300,43389,341,20,0,1,483,2,3797,4.3,40,10,14,3,0,76,1,0
7148,42590,692,19.99,0,33,845,2,323,1.7,46,6,5,16,268,5138,5,0.03
6929,42587,695,15,14.99,30,1042,5,22237,7.7,62,7,17,27,196,2408,1,0.01
6894,42166,1116,20,5,46,898,2,2661,1.2,19,126,12,4,154,3710,1,0.1
6719,42390,892,20,5,45,312,1,235,5.8,63,5,15,2,142,1162,68,0.01
6714,42857,425,10,2.49,133,508,19,4693,6.9,80,42,31,27,235,1438,41,0.05
6669,42201,1081,10,4.99,38,118,1,5,7,76,5,7,2,111,1193,1,0
6551,42402,880,7,2,34,574,2,3213,7.4,67,11,7,3,330,1580,54,0.61
6413,42842,440,14.99,4,48,806,8,928,7.3,63,13,5,15,240,1840,1,0.01
6400,42801,929,15,14.99,30,662,4,930,5.4,78,9,8,6,87,905,1,0.77
6386,42384,898,15,14.99,35,182,1,30,7.1,77,11,7,11,102,1775,0,0.01
6300,42815,915,50,15,6,395,4,5443,6.7,70,13,18,,,,1,0.01
6293,42629,653,13,12.99,13,304,3,411,6.4,61,7,8,3,71,1527,0,0.02
6273,42752,530,12,11.99,418,303,3,489,7.8,82,20,15,142,261,1364,7,0.01
6206,42717,565,10,1.99,37,277827,2,227,5,59,7,8,2,40,415,1,0
6000,43410,320,50,20,0,805,5,7295,4.8,64,66,13,,,,1,0.02
5799,42563,719,10,2,86,234,3,154,6.4,74,9,19,5,92,972,0,0.01
5796,42818,464,15,4,16,38689,2,539,5.8,74,5,14,2,28,366,0,0.01
5755,42831,451,10,2,81,587,2,243,7,64,20,17,8,297,3952,51,0.01
5469,42605,677,19.99,5,14,108,2,1291,8.5,66,4,5,21,145,2154,0,0.01
5448,42208,1074,10,1.99,47,105,1,4939,6.1,85,19,13,4,81,623,0,0.01
5391,42873,409,20,4,48,3272,2,3773,5.6,40,14,10,19,339,3734,0,0.06
5358,42417,865,10,3,90,389,2,5576,6,64,8,11,4,217,1694,9,0.16
5222,42685,597,10.99,2,66,1349,1,908,8.4,68,5,5,5,175,3815,1,0
5200,43172,558,30,9,30,315,3,131,5.3,68,11,15,11,72,1623,1,0
5199,41446,558,10,2.49,23,97,1,4,5.7,47,11,7,3,33,204,0,0.01
5100,42388,1342,20,4.5,12,4173,6,1421,7.2,76,32,28,,,,1,0
4834,42521,761,10,2,43,344,2,962,7.7,72,24,24,11,111,2614,0,0
4831,41983,1299,19.99,19.99,22,26810,1,437,8,65,6,4,7,77,679,0,0
4802,43179,103,9.99,3.99,6,580,1,34,3.4,45,5,6,4,53,941,7,0
4756,42689,593,15,5,16,442,6,601,7.8,75,15,12,23,174,2668,7,0.01
4732,42194,1088,15,14.99,44,1088,2,2098,6.5,61,10,14,7,85,2101,0,0.16
4700,43501,271,15,7.5,7,217,2,509,6.8,71,24,11,,,,0,0
4679,42760,522,15,3,85,392,1,160,6.3,58,13,19,12,112,1247,9,0.03
4656,42943,339,15,7,264,4511,4,4022,8,65,5,16,47,225,4004,1,0.01
4625,41466,339,5,4.99,63,96,1,131,5.3,55,10,7,1,35,108,0,0.01
4600,42682,1048,10,2,19,254,2,129,6.2,68,12,21,6,61,1119,0,0
4499,42543,739,7,1.39,72,,1,4,7,54,4,17,2,124,2284,0,0.11
4435,42878,404,10,4,37,362,3,814,6.9,71,7,10,11,65,968,0,0
4400,43347,383,10,2,39,520,4,353,8,76,17,18,13,92,611,1,0
4353,41870,1412,5.99,5.99,28,77,1,11,7.5,62,4,4,3,95,317,0,0
4321,41773,1509,9.99,2,40,60,0,0,7.6,70,10,6,2,56,264,0,0.06
4300,42269,1461,15,0,0,486,3,308,2.9,21,64,17,,,,0,0
4300,42577,1153,7,2.79,3,142,2,308,6,71,6,10,2,12,210,0,0.01
4248,43004,278,15,4.5,9,1094,1,112,6.3,68,14,7,2,26,333,0,0.01
4098,42248,1034,10,2.49,21,335,1,29,7.1,53,93,21,2,65,776,0,0.01
4025,42762,520,3.99,3.99,27,137,1,1161,7.5,84,6,6,2,62,276,0,0
4000,43006,276,14.99,3,52,26242,5,22970,6.3,69,18,5,3,146,4624,1,0.04
4000,43739,33,19.99,14,4,263,4,14143,7,52,24,5,,,,0,0.01
3859,43081,201,10,9.99,34,344,11,3982,7.8,79,4,8,28,346,2381,5,0.04
3837,43039,243,20,14,7,939,7,29606,6.2,63,9,13,3,221,3101,0,0.04
3813,41835,1447,7,6.99,36,266,1,22,4.4,41,16,23,2,79,193,0,0.03
3466,43039,243,20,19.99,19,414,6,3858,7.3,79,7,8,19,246,4732,8,0.01
3464,42451,831,20,10,12,285,2,93,8,81,37,13,9,161,1725,0,0
3398,43038,244,20,19.99,9,948,6,285,5.5,53,24,8,2,29,790,1,0.06
3344,42789,493,15,5,13,2488,5,18504,7.7,78,47,11,7,147,1607,1,0.01
3315,43215,67,15,14.99,32,914,5,26230,5.2,51,5,13,21,282,2627,8,0.03
3267,42027,1255,5.99,5.99,12,173,1,21,8.1,85,7,4,5,90,428,0,0
3131,42914,368,1.99,1.99,19,1178,2,591,5.2,52,10,5,6,304,2641,27,0
3126,42297,985,20,1.99,23,,1,46,5.1,57,8,8,2,62,897,0,0
3101,43124,158,10,8,2,208,11,2008,7.4,67,29,20,108,256,9379,6,0
3043,42395,887,9.99,2,40,147,1,15,8,71,6,6,3,96,1228,1,0
3023,42999,283,14.99,4,53,867,2,580,8.2,68,13,6,25,211,3146,1,0.01
2889,43242,40,6,5,49,114,1,20,7,85,15,8,9,271,976,0,0.01
2860,42739,543,6,3,33,211,2,1925,7.1,74,7,9,10,277,1460,16,0.01
2775,42202,1080,9.99,3,24,798,1,20,7.8,74,37,4,5,129,2204,5,0.01
2633,42565,717,17.99,17.99,60,235,3,3033,8.2,76,12,4,88,204,12021,54,0.05
2623,42996,286,23.99,23.99,42,182,2,3091,8.8,83,24,6,71,434,5139,142,0.03
2494,42328,954,7,6.99,10,344,1,62,7.4,69,16,11,3,56,1350,0,0
2449,42201,1081,20,13.99,25,194,0,0,4.4,64,11,12,2,37,2243,0,0.01
2431,43257,25,25,20,20,765,9,21742,4.9,65,9,27,6,132,2910,0,0.02
2424,43160,122,7,3,18,,3,10712,7,73,8,8,7,151,2170,5,0
2397,43244,38,20,14,39,1150,6,2465,7.2,80,32,13,27,236,5940,1,0.01
2363,42809,473,20,19.99,23,351,3,421,6.8,76,11,11,4,77,2786,0,0.01
2181,42563,719,10,9.99,4,1000,1,85,5.4,44,14,14,2,34,361,0,0.24
2172,42613,669,14.99,14.99,23,560,1,72,6,66,4,6,3,104,2055,0,0.01
2121,42136,1146,12,1.19,18,1174,2,16445,8.4,77,28,25,14,11,757,0,0.02
2000,43298,432,15,5,23,1156,4,724,7.3,75,4,18,7,45,1689,0,0.01
1994,43060,222,20,4,24,2984,8,800,6.6,59,5,7,3,186,6904,0,0.12
1835,43109,173,10,5,15,955,2,21,3.7,77,6,8,6,99,398,0,0.01
1816,42814,468,20,1,44,999,6,2030,7,65,13,16,8,119,1058,0,0.01
1809,42047,1235,10,9.99,3,2439,1,29,6,70,10,17,2,52,948,0,0
1800,43577,195,24.99,15,3,1202,1,0,5.3,58,16,17,,,,0,0
1800,42060,1712,9.99,5,5,56,0,24,5.7,74,6,4,,,,0,0
1761,43215,67,15,10,18,651,3,407,3.8,71,6,18,14,139,3043,7,0
1600,43230,52,19.99,10,24,695,27,32583,6.3,68,4,5,35,94,1990,0,0.01
1600,43216,66,15,14.99,19,,4,10318,6.6,77,12,14,6,78,1225,0,0
1584,42229,1053,10,9.99,8,216,1,72,4.9,22,7,5,2,51,627,0,0.01
1569,43039,243,9,4.49,14,81,2,14,7.1,75,7,13,8,103,1540,0,0
1555,43139,143,15,5,27,168,2,3438,5.6,77,9,13,12,108,1214,1,0
1502,43193,89,25,7,19,981,9,31995,8,59,4,6,11,108,4632,1,0.03
1500,42521,1209,12,8,2,325,1,526,7.5,80,24,9,,,,0,0
1468,43013,269,10,2,18,5997,4,15081,7.5,46,27,9,4,130,1589,0,0
1454,43147,135,19.99,4,18,243,3,1154,8.2,78,9,4,33,110,801,0,0
1400,42612,1118,15,4.5,0,4729,2,6,4.3,41,4,12,,,,0,0.13
1315,43179,103,13,5,91,313,5,10912,7.6,85,12,18,5,61,768,1,0.05
1300,43634,138,19.99,20,2,237,2,7,5.9,67,13,12,,,,0,0
1253,43216,66,20,10.99,16,925,8,20480,5.9,67,18,14,6,90,1995,10,0.33
1200,43305,425,18,18,27,611,4,1303,5.7,67,15,23,,,,0,0
1200,42528,1202,15,4,6,450,1,2,5,72,4,14,,,,0,0
1000,43663,109,14.99,10,0,123,0,0,4.4,44,13,8,,,,0,0.01
800,43340,432,30,18,1,5118,3,265,7.5,80,22,4,,,,0,0.01
700,43312,418,20,11.99,5,434,4,567,5.8,61,9,12,1,36,1011,1,0.01
656,42563,719,14.99,10.49,18,7719,1,18,8.8,74,4,5,1,27,238,0,0.11
582,43053,229,9.99,2.99,9,,5,38216,8.2,63,10,6,2,34,602,0,0
500,43724,48,12.99,10,2,74,3,47,5.9,60,14,7,,,,0,0.06
465,43217,65,10,2,14,183,3,49,7.3,67,4,9,5,22,500,0,0
448,42892,390,15,14.99,4,2214,2,35,2.2,48,9,14,1,17,364,0,0
420,42774,508,19.99,5,7,32,1,93,7.2,59,5,4,3,21,465,0,0
296,43278,4,20,10,18,896,8,34400,7.8,80,12,17,6,97,1939,0,0.01
17000,44425,7,9.99,7.89,0,,1,175,,,,,1053,877,3922,17,0
52500,44309,127,24.99,24.99,9,9166,39,68993,,,,,614,1139,23573,0,0.05
950000,44253,186,59.99,59.99,27,58459,266,24160,8,76,261,110,,,,166,0.74
500000,43949,490,24.99,9.99,938,383722,49,41689,7.8,79,84,70,652,759,16449,381,0.62
2000000,43753,688,39.99,21.99,2680,15415,149,25364,8.4,91,990,64,8081,37216,165472,6669,0.72
2000000,43495,950,29.99,19.99,554,226088,1395,155645,7.6,83,169,70,42115,49148,216854,78,0.57
1000000,44041,294,29.99,14.99,121,238912,642,94813,8,71,314,99,12423,5317,54621,39,0.58
